Número provisional DEA;Tipo de establecimiento;Titularidad del local;Uso del local;Titularidad;Propuesta de denominación;Tipo de vía;Nombre de la vía;Número de la vía;Complemento de dirección;Código postal;Distrito;Coordenadas-Latitud (norte);Coordenadas-Longitud (oeste, por lo tanto, negativa)
6421;Centro deportivo;Pública;Público;AYUNTAMIENTO DE MADRID;CENTRO DOTACIONAL DE ARGANZUELA;Calle;PALOS DE LA FRONTERA ;40;;28045;2. Arganzuela;40,4033129;-3,6952475
7839;Transportes-Renfe;Pública;Público;RENFE;ESTACION RENFE;Plaza;EMPERADOR CARLOS V;S/N;ACCESO CERCANIAS RENFE;28045;2. Arganzuela;40,4056056;-3,6888585
9844;Centro educativo;Pública;Público;COMUNIDAD DE MADRID;CENTRO EDUCACION PERSONAS ADULTAS;Calle;BATALLA DEL SALADO;29;;28045;2. Arganzuela;40,4005953;-3,6960752
9959;Centro educativo;Pública;Público;COMUNIDAD DE MADRID;COLEGIO PÚBLICO MENENDEZ PELAYO;Calle;MENDEZ ALVARO;16;;28045;2. Arganzuela;40,4059272;-3,691357
4006;Centro deportivo;Pública;Público;Ayuntamiento de Madrid;Piscina de Palomeras;Calle;Tranvía de Arganda;3;Edificio Piscina cubierta;28031;18. Villa de Vallecas;40,3825668;-3,6332653
4005;Centro deportivo;Pública;Público;Ayuntamiento de Madrid;Polideportivo de Palomeras;Calle;Tranvía de Arganda;4;;28031;18. Villa de Vallecas;40,3824358;-3,6338393
167;Centro educativo;Privada;Público;Colegio privado Nuestra Señora de Loreto;Entrada a recepción ;Calle;Príncipe de Vergara;42;Colegio Nuestra Señora de Loreto;28001;4. Salamanca;40,427963;-3,679466
4003;Viviendas;Privada;Privado;Comunidad de Propietarios;Jardines de la Villa;Calle;Charleroi;2;Patio;28031;18. Villa de Vallecas;40,3813825;-3,6321053
178;Centro de trabajo (no administración pública);Privada;Privado;Compañía Nacional de Seguros España, S.A;Compañía de Seguros ;Calle;príncipe de Vergara ;38;;28001;4. Salamanca;40,42683;-3,679811
3715;Centro deportivo;Pública;Público;Ayuntamiento de Madrid;Campo de Fútbol Alberto Garcia;Calle;Reguera de Tomateros;93-91;;28053;13. Puente de Vallecas;40,370039;-3,658044
736;Transportes-Metro;Pública;Público;Metro Madrid ;Metro estrella ;Calle;De Sirio;34;;28007;3. Retiro;40,41169;-3,66337
3716;Centro deportivo;Pública;Público;Ayuntamiento de Madrid ;Centro Deportivo Municipal Wilfred Agbonavbare;Calle;Reguera de Tomateros;39;;28053;13. Puente de Vallecas;40,37186;-3,6568
2024;Centro educativo;Pública;Público;Comunidad de Madrid;Escuela Infantil Los Delfines;Calle;Esteban Carros;37;;28053;13. Puente de Vallecas;40,37347;-3,65781
10004;Centro educativo;Pública;Público;Comunidad de Madrid;CEIP FRANCISCO RUANO;Calle;Almuradiel;150;;28053;13. Puente de Vallecas;40,38027;-3,67345
;Viviendas;Privada;Privado;Comunidad vecinos ;Edificio vecinal;Calle;De Sirio ;42;;28007;3. Retiro;40,41060711;-3,664246352
2717;Otro;Privada;Privado;FRIMETAL;Frimetal;Calle;San Toribio;6;Fábrica;28031;18. Villa de Vallecas;40,3806797;-3,6353635
299;Centro comercial;Privada;Público;El Corte Inglés ;Corte Inglés Goya II;Calle;Goya;85;;28006;4. Salamanca;40,425091;-3,676495
3628;Centro deportivo;Privada;Privado;Gimnasiarca;Centro deportivo ;Calle;Doctor esquerdo;64/66;;28009;3. Retiro;40,41434;-3,67075
311;Centro comercial;Privada;Privado;FNAC;FNAC calle Goya ;Calle;Calle Goya;42;;28001;4. Salamanca;40,424866;-3,67933
3643;Centro educativo;Privada;Privado;Comunidad de Madrid ;Colegio de fisioterapia ;Calle;Doctor esquerdo ;114;;28007;3. Retiro;40,40860836;-3,670272688
3645;Viviendas;Privada;Privado;Comunidad propietarios ;Portal de propietarios ;Calle;Doctor esquerdo ;114;;28007;3. Retiro;40,40863525;-3,670296526
288;Otro;Privada;Privado;Industrias Duero SL;DUERO;Calle;González Dávila ;1;Fábrica;28031;18. Villa de Vallecas;40,377708;-3,6392711
3895;Centro educativo;Privada;Privado;Religiosos pureza de maría ;Colegio religioso ;Calle;Lira;10;;28007;3. Retiro;40,40817788;-3,667971342
764;Hotel, hostal, alojamiento;Privada;Público;NH Hotel;Oficina jefe de departamento ;Calle;Lagasca;64;;28001;4. Salamanca;40,427551;-3,685065
5901;Centro educativo;Privada;Privado;Centro privado ;Colegio privado infantil ;Calle;Viera y clavijo;16;Planta baja;28009;3. Retiro;40,40817788;-3,673038004
5532;Otro;Privada;Público;FCC Servicios;FCC;Camino;Hormigueras;161;En la calle;28031;18. Villa de Vallecas;40,3761219;-3,6376638
1379;Otro;Pública;Público;Mercado de la Paz ;Junto a locales 93 y 96;Calle;Ayala ;28;;28001;4. Salamanca;40,427457;-3,685649
5529;Otro establecimiento administración pública;Pública;Público;Correos;CTT Correos;Camino;Hormigueras;169;;28031;18. Villa de Vallecas;40,3768013;-3,6353534
6034;Centro educativo;Privada;Privado;Centro privado ;Centro primaria privado;Calle;Pez austral ;13Vis;;28007;3. Retiro;40,41204333;-3,665156222
6035;Hotel, hostal, alojamiento;Privada;Privado;Crowne plaza;Hotel ;Calle;Pez volador ;1;;28007;3. Retiro;40,41300173;-3,669243724
1380;Centro deportivo;Pública;Público;Centro Deportivo El Pilar;Centro deportivo el Pilar ;Calle;Ayala ;47;;28001;4. Salamanca;40,427646;-3,680759
6036;Hotel, hostal, alojamiento;Privada;Privado;Hotel colon ;Hotel;Calle;Pez volador ;11;;28007;3. Retiro;40,41300173;-3,669243724
6037;Centro deportivo;Privada;Privado;Establecimiento privado ;Real canoe;Calle;Pez volador ;30;;28007;3. Retiro;40,41350468;-3,664828806
5190;Centro educativo;Pública;Público;Nuestra Señora del Pilar;Colegio el pilar;Calle;Castello;56;;28001;4. Salamanca;40,428274;-3,680942
5528;Otro;Privada;Público;AYESA;ONCE Ayesa;Camino;Hormigueras;172;Oficinas;28031;18. Villa de Vallecas;40,37555;-3,6355808
8942;Centro educativo;Pública;Público;Colegio publico ;La estrella ;Calle;Estrella polar ;10;;28007;3. Retiro;40,40948509;-3,666663176
5528;Otro establecimiento administración pública;Pública;Privado;ONCE;Imprenta ONCE;Camino;Hormigueras;172;;28031;18. Villa de Vallecas;40,3760075;-3,6336898
;Otro;Privada;Público;O2;Sala Fitness ;Calle;Don Ramón de la Cruz;33;;28001;4. Salamanca;40,429068;-3,681667
2754;Centro de trabajo (no administración pública);Privada;Público;Panza Capital ;Baños;Calle;Serrano;45;;28001;4. Salamanca;40,428851;-3,687457
342;Centro educativo;Privada;Privado;Centro educativo privado ;Colegio virgen de atocha ;Avenida;ciudad de Barcelona ;1;;28007;3. Retiro;40,40579983;-3,683726931
5539;Centro educativo;Privada;Público;Urbaser SA;GSD;Camino;Hormigueras;171;4ª planta;28031;18. Villa de Vallecas;40,3773035;-3,6331182
5533;Otro;Privada;Privado;URBASER;Encargados Urbaser;Camino;Hormigueras;171;2ª planta;28031;18. Villa de Vallecas;40,3773088;-3,6334662
3640;Transportes-Metro;Pública;Público;Publica;Metro Sainz de Baranda;Calle;Dr Esquerdo;62;;28007;3. Retiro;40,41550385;-3,669657478
3649;Transportes-Metro;Pública;Público;Publico;Metro Sainz de Baranda II;Calle;Dr Esquerdo ;62;;28007;3. Retiro;40,41550385;-3,669657478
2735;Centro comercial;Privada;Público;El Corte Ingles;Corte inglés calle serrano;Calle;Serrano;52;;28001;4. Salamanca;40,430094;-3,687125
890;Hotel, hostal, alojamiento;Privada;Privado;Empresa hostelería ;Hotel claridge;Plaza;Conde casal ;6;;28007;3. Retiro;40,40826962;-3,669648445
;Otro;Privada;Público;MONTBLANC;MONTBLANC calle serrano;Calle;Serrano;50;;28001;4. Salamanca;40,427508;-3,687148
5537;Otro;Privada;Público;Putzmeister;173;Camino;Hormigueras;173;Planta 1;28031;18. Villa de Vallecas;40,3774215;-3,6325204
3642;Centro residencial de uso público;Pública;Público;Publico;Residencia de Mayores La Paz;Calle;Dr Esquerdo ;44;;28007;3. Retiro;40,42056883;-3,669330495
3632;Transportes-Metro;Pública;Público;Metro Madrid ;Metro conde Casal ;Calle;Doctor esquerdo ;175;;28007;3. Retiro;40,40708755;-3,669974754
1957;Otro;Privada;Privado;Fain Ascensores SA;FAIN;Calle;Puerto del Pozazal;29;Calle;28031;18. Villa de Vallecas;40,3794162;-3,6390975
5640;Hotel, hostal, alojamiento;Privada;Público;Hotel Totem;Recepción ;Calle;Hermosilla ;23;;28001;4. Salamanca;40,426535;-3,685499
3635;Centro de trabajo (no administración pública);Privada;Privado;Edificio oficinas;Oficinas ;Calle;Doctor esquerdo ;138;;28007;3. Retiro;40,40515131;-3,671405104
3646;Centro de trabajo (no administración pública);Privada;Privado;Edificio oficinas ;Oficinas ;Calle;Doctor esquerdo ;136;;28008;3. Retiro;40,40590169;-3,670952942
5664;Otro;Privada;Público;Cerrado definitivamente ;Empresa no existe;Calle;Hermosilla ;64;;28001;4. Salamanca;40,426039;-3,679383
5556;Centro deportivo;Privada;Privado;Empresa deportiva privada;Vivagym;Calle;Avenida mediterráneo ;50;;28007;3. Retiro;40,40629248;-3,668811926
;Viviendas;Privada;Privado;Edificio viviendas;Edificio gran Cristalera;Calle;Sánchez barcaiztegui;38;;28007;3. Retiro;40,40817866;-3,671352689
6344;Centro educativo;Privada;Privado;Centro pedagogíco;Colegio afuera;Calle;Del conde de Cartagena ;33;;28007;3. Retiro;40,40758242;-3,673185282
7869;Centro educativo;Privada;Privado;Colegio concertado ; Colegio arcangel ;Calle;Titulcia ;21;;28007;3. Retiro;40,40877063;-3,671806423
400;Centro deportivo;Pública;Público;Complejo deportivo Blanca Fernández Ochoa;Pabellón 1 C.Deportivo Blanca Fernández Ochoa;Calle;Monseñor Oscar Romero 41;41;Pabellon 1;28025;11. Carabanchel;40,3818244;-3,74704
901;Centro educativo;Privada;Público;Colegio Arenales Carabanchel;Colegio Arenales Carabanchel;Avenida;Avenida de los Poblados;151;;28025;11. Carabanchel;40,3739169;-3,7239186
4550;Centro educativo;Privada;Público;Colegio Cambrils;Colegio Cambrils;Calle;Cazalegas;1;;28025;11. Carabanchel;40,3743411;-3,7228984
3523;Otro establecimiento administración pública;Pública;Público;Consejería de economía, hacienda y empleo;Consejería de Economía Hacienda y Empleo;Calle;Vía Lusitana;21;;28025;11. Carabanchel;40,3756341;-3,7309065
3528;Viviendas;Privada;Privado;Comunidad de vecinos;Comunidad vecinos Lusitana 25;Calle;Vía Lusitana;25;;28025;11. Carabanchel;40,3747853;-3,7318258
3526;Centro deportivo;Privada;Público;Real Federación de Fútbol de Madrid;Real Federacion de Futbol Madrid Vestuarios Campo 1;Calle;Via Lusitana;5;;28025;11. Carabanchel;40,380954;-3,7237852
9857;Centro educativo;Pública;Público;Centro de Educación Personas Adultas;Centro de Educación Personas Adultas;Calle;Camino Viejo de Leganés ;188;;28025;11. Carabanchel;40,3770008;-3,7344168
7844;Transportes-Metro;Pública;Público;Metro Madrid;Metro Pan Bendito;Avenida;Avenida de Abrantes ;122;;28025;11. Carabanchel;40,3756752;-3,7343135
4626;Viviendas;Privada;Privado;Comunidad de vecinos Secoya 3;Comunidad de vecinos Secoya 3;Calle;Secoya;3;;28025;11. Carabanchel;40,372969;-3,7416474
842;Centro educativo;Pública;Público;Escuela Infantil - Calle Tantalos, 21;Escuela Infantil Santa Luisa;Calle;Tántalo ;21;;28021;17. Villaverde;40,35295451;-3,680496222
1770;Otro;Privada;Público;SAICA NATUR S.L.;SAICA NATUR – Planta Villaverde;Carretera;de la estación de contenedores;1;Polígono Industrial Villaverde;28021;17. Villaverde;40,3548;-3,7089
2430;Viviendas;Privada;Privado;Comunidad de Propietarios;Comunidad de Propietarios Calle Calcio 11;Calle;Calcio;11;Portales A-H;28021;17. Villaverde;40,34992092;-3,678357952
3148;Centro de trabajo (no administración pública);Pública;Privado;Canal de Isabel II, S.A.;EDAR Butarque – Entrada principal;Avenida;Rosales;399;;28021;17. Villaverde;40,33401471;-3,663694848
4125;Viviendas;Privada;Privado;Comunidad de Propietarios Calle del Canchal 26–46;Comunidad de Propietarios Calle del Canchal 26–46;Calle;Canchal;11;;28021;17. Villaverde;40,34684158;-3,676513784
1718;Otro establecimiento administración pública;Pública;Público;Estatal;SEPE;Calle;Cabeza de Mesada;5;Oficina del Paro;28031;18. Villa de Vallecas;40,3768785;-3,6297895
1720;Otro;Pública;Público;Estatal;Vienext;Calle;Cabeza de Mesada;5;;28031;18. Villa de Vallecas;40,3764644;-3,6293208
1719;Otro;Pública;Privado;Estatal;emergia;Calle;Cabeza de Mesada;5;;28031;18. Villa de Vallecas;40,3764644;-3,6293208
2906;Hotel, hostal, alojamiento;Privada;Público;Hotel Madrid Gran Vía ;Hotel Madrid Gran Vía ;Calle;Gran Vía ;25;;28013;1. Centro;40,4199261;-3,7021495
9391;Centro educativo;Pública;Público;ÍES Dámaso Alonso;ÍES Dámaso Alonso;Calle;Alfredo Marquerie;21;;28034;8. Fuencarral-El Pardo;40,4871584;-3,7005635
2911;Hotel, hostal, alojamiento;Privada;Público;Hotel Madrid Gran Vía ;Hotel Madrid Gran Vía ;Calle;Gran Vía ;25;;28013;1. Centro;40,4199261;-3,7021495
2896;Transportes-Metro;Pública;Público;Metro Madrid;Metro Gran Vía ;Calle;Gran Vía ;21;;28013;1. Centro;40,4199131;-3,7013066
2925;Hotel, hostal, alojamiento;Privada;Privado;Hotel Eurostar;Hotel Eurostar;Calle;Alfredo Marquerie;43;;28034;8. Fuencarral-El Pardo;40,48657931;-3,79394839
4505;Centro residencial de uso público;Pública;Privado;Comunidad de propietarios Monasterio de Poblet 7;Frente al portal B;Calle;Monasterio de Poblet ;7;;28054;11. Carabanchel;40,36349356;-3,761514765
2926;Viviendas;Privada;Privado;Comunidad Propietarios ;Urbanización Aldebaran;Calle;Alfredo Marquerie;53;;28034;8. Fuencarral-El Pardo;40,48559179;-3,706328717
2890;Hotel, hostal, alojamiento;Privada;Público;Hoteles NH;Hotel NH Collection Gran Vía ;Calle;Gran Vía ;21;;28013;1. Centro;40,4199542;-3,7010981
9311;Centro educativo;Pública;Público;Colegio Lorenzo Luzuriaga;Colegio Lorenzo Luzuriaga;Calle;Valencia de don Juan;19;;28034;8. Fuencarral-El Pardo;40,48528241;-3,705357961
10144;Centro educativo;Pública;Público;Colegio FRANCISCO AYALA;Francisco Ayala;Calle;Jacobeo;33;;28054;11. Carabanchel;40,36592109;-3,760894291
2915;Otro establecimiento administración pública;Pública;Público;Comunidad de Madrid;Juzgados de lo contencioso administrativo;Calle;Gran Vía;19;;28013;1. Centro;40,419931;-3,7009271
2922;Otro establecimiento administración pública;Pública;Público;Comunidad de Madrid;Juzgados de lo contencioso administrativo ;Calle;Gran Vía ;19;;28013;1. Centro;40,419931;-3,7009271
4090;Viviendas;Privada;Privado;Comunidad de Vecinos Clarinetes 1 ;Portería ;Calle;Clarinetes ;1;;28054;11. Carabanchel;40,37253972;-3,764090226
2923;Otro establecimiento administración pública;Pública;Público;Comunidad de Madrid ;Juzgados de lo contencioso administrativo ;Calle;Gran vía ;19;Piso 4;28013;1. Centro;40,419931;-3,7009271
245;Transportes-Metro;Pública;Público;Metro;Metro Herrera oria;Calle;Ginzo de Limia;0;Metro Herrera oria;28034;8. Fuencarral-El Pardo;40,48374162;-3,706875658
248;Otro establecimiento administración pública;Pública;Público;Centro de Mayores Ginzo de Limia;Centro de Mayores Ginzo de Limia;Calle;Ginzo de Limia ;66;;28034;8. Fuencarral-El Pardo;40,4844785;-3,707178359
992;Transportes-Metro;Pública;Público;Metro Madrid;Colonia Jardin;Carretera;Carabanchel a Aravaca;0;Entrada puerta acceso vehículos pasada puerta peatonal;28024;10. Latina;40,3971649;-3,7748357
2897;Hotel, hostal, alojamiento;Privada;Privado;Hoteles Catalonia;Hotel Catalonia;Calle;Gran Vía ;9;;28013;1. Centro;40,4194462;-3,6988728
933;Otro;Pública;Público;"Centro de Mayores ""Vocal Vecino Justo Sierra""";"Centro de Mayores ""Vocal Vecino Justo Sierra""";Calle;Fermín Caballero;17;;28034;8. Fuencarral-El Pardo;40,4860735;-3,701429
931;Otro establecimiento administración pública;Pública;Público;"Centro de Mayores ""Vocal Vecino Justo Sierra""";"Centro de Mayores ""Vocal Vecino Justo Sierra""";Calle;Fermín Caballero;17;;28034;8. Fuencarral-El Pardo;40,4860735;-3,701429
1223;Otro;Privada;Privado;Recinto de eventos ;Caseta de entrada ;Barrio;De la fortuna ;14;;28054;11. Carabanchel;40,365541;-3,7733747
932;Viviendas;Privada;Privado;Comunidad propietarios;Bajo 18;Calle;Fermín Caballero;18;Bajo;28034;8. Fuencarral-El Pardo;40,4862273;-3,7013163
5695;Viviendas;Privada;Privado;Comunidad de propietarios ;Urbanización Hoyo de Pinares 1-11 impares;Calle;Hoyo de Pinares;9;;28024;10. Latina;40,3942002;-3,7780429
817;Centro comercial;Privada;Público;Leroy Merlín ;Leroy Merlín Barajas;Calle;Laguardia ;4;Entrada principal a tienda;28022;20. San Blas;40,445587;-3,58195
1222;Transportes-Aeropuerto;Pública;Público;AENA;Entrada a terminal;Barrio;De la fortuna ;s/n;;28054;11. Carabanchel;40,36853741;-3,780617404
9788;Centro educativo;Pública;Público;CEIP Gonzalo Fernandez de Cordoba;CEIP Gonzalo Fernandez de Cordoba;Calle;Adanero;3;Acceso principal al centro;28024;10. Latina;40,3944154;-3,779036
934;Viviendas;Privada;Privado;Comunidad propietarios ;Comunidad propietarios ;Calle;Fermin Caballero;65;Portal 63;28034;8. Fuencarral-El Pardo;40,4822142;-3,7111835
9785;Centro educativo;Pública;Público;CEIP Gonzalo Fernandes de Cordoba;CEIP Gonzalo Fernandes de Cordoba;Calle;Adanero;3;;28024;10. Latina;40,3944154;-3,779036
;Transportes-Aeropuerto;Privada;Privado;AENA ;Camión bomberos AENA ;Barrio;De la Fortuna ;S/N ;;28054;11. Carabanchel;40,36741051;-3,775374827
836;Transportes-Metro;Pública;Público;Metro de Madrid;Metro Cuatro vientos;Paseo;Husares;S/N;Esquina Paseo de Lanceros;28024;10. Latina;40,37851;-3,7923921
2893;Hotel, hostal, alojamiento;Privada;Privado;Círculo Gran vía ;Hotel Círculo Gran Vía ;Calle;Gran Vía ;24;;28013;1. Centro;40,4200514;-3,7007014
6119;Transportes-Renfe;Pública;Público;Adif;Cercanías Cuatro Vientos;Calle;Robert Capa;1;;28024;10. Latina;40,3775571;-3,7923498
2909;Otro;Privada;Privado;Casino Gran Vía ;Casino Gran Vía ;Calle;Gran Vía ;24;;28013;1. Centro;40,420068;-3,70079
3734;Otro;Privada;Privado;Radio Maria;Emisora de radio ;Paseo;Lanceros ;2 1a planta ;;28024;10. Latina;40,379547;-3,7927381
4428;Centro de trabajo (no administración pública);Privada;Privado;Compass Group;Edificio de oficinas Compass group;Calle;Del pinar de san José ;98;;28054;11. Carabanchel;40,36213726;-3,774466431
2894;Hotel, hostal, alojamiento;Privada;Privado;Hoteles H10;Hotel H10 Puerta de Alcalá ;Calle;Gran Vía ;22;;28013;1. Centro;40,4199435;-3,7002257
930;Centro educativo;Privada;Privado;Colegio Valdeluz;Colegio Valdeluz;Calle;Fermín Caballero;53;;28034;8. Fuencarral-El Pardo;40,4829961;-3,7076347
2902;Hotel, hostal, alojamiento;Privada;Privado;Smart Rental;Smart Rental Collection Gran Vía Capital;Calle;Gran Vía ;14;;28013;1. Centro;40,4196964;-3,6991632
3932;Centro educativo;Pública;Público;CEIP Pinar de San José ;Hall Entrada CEIP Pinar de San José ;Calle;Del Patrimonio de la Humanidad ;39;;28054;11. Carabanchel;40,36240306;-3,764305528
3735;Centro educativo;Pública;Público;Comunidad de Madrid ;CEIP La Dehesa del Principe;Paseo;Lanceros;4;;28024;10. Latina;40,3797942;-3,7932367
4543;Viviendas;Privada;Privado;Comunidad de Propietarios Palau de la Música 4;Conserjería Palau de la Música 4;Calle;Palau de la Música ;4;;28054;11. Carabanchel;40,36039326;-3,763058011
2918;Otro establecimiento administración pública;Pública;Público;Comunidad de Madrid ;Juzgados de primera instancia ;Calle;Gran Vía ;12;Segunda planta;28013;1. Centro;40,4196264;-3,6988554
5681;Centro deportivo;Pública;Público;Publico;CENTRO DE NATACION MUNDIAL 86;Calle;José Martínez de Velasco ;3;;28007;3. Retiro;40,41555549;-3,666958821
2887;Hotel, hostal, alojamiento;Privada;Privado;Vincci Hoteles;Hotel Vincci The Mint ;Calle;Gran Vía ;10;;28013;1. Centro;40,4196264;-3,6988554
3001;Centro deportivo;Privada;Privado;Ministerio de Defensa ;Club deportivo militar la Dehesa;Avenida;Arqueros ;2;;28024;10. Latina;40,381346;-3,7934985
3002;Centro deportivo;Privada;Privado;Ministerio de Defensa ;Club Deportivo Militar La Dehesa;Avenida;Arqueros ;2;;28024;10. Latina;40,381346;-3,7934985
4551;Centro educativo;Pública;Público;Colegio ÁRTICA ;Colegio ÁRTICA ;Calle;Los morales ;25;;28054;11. Carabanchel;40,36071954;-3,755901172
